Video ID	Title	Channel ID	Author	Description	Length	Length (Seconds)	Published	Language	Audio Language	Views	Likes	Dislikes	Like Ratio	Comments	Source	Kids	Embeddable	Licensed Content	Dimension	Definition	Caption	Projection	License	Privacy Status	Content Rating	Region Restriction Count	Region Restriction	Livestream	Location Name	Location	Recording Date	Tag Count	Tags	Localization Count	Localizations
<a target='_blank' href='https://youtu.be/dv-OqLsV2T8'>dv-OqLsV2T8</a>	<a target='_blank' href='https://youtu.be/dv-OqLsV2T8'>Jocko Podcast #1 - With Echo Charles | Leadership, Ownership, Mental Toughness</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss leadership, ownership, and mental toughness.  Extreme Ownership.<br><br>Available on iTunes and Stitcher.	   1h 26m 39s 	5199	2015-12-28T22:02:15Z		en	286,829	5,997			410	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								10	jocko willink, echo charles, podcast, leadership, leif babin, navy, seal, seal teams, iraq war, military	0	
<a target='_blank' href='https://youtu.be/02tq9USODe4'>02tq9USODe4</a>	<a target='_blank' href='https://youtu.be/02tq9USODe4'>Jocko Podcast #2 - With Echo Charles | "About Face" Book, Mental Toughness, New Years Resolutions</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss the book, "About Face" by David Hackworth.  Answer internet questions and also converse about methods to improve mental toughness, Brazilian Jiu Jitsu, the importance of discipline, and talk about New Years resolutions. Extreme Ownership.<br><br>0:00:00 – 1:01:00 – “About Face” (David Hackworth) Book Analysis and Relevance.<br><br>1:01:00 – 2:02:25 – Internet Questions on Mental Toughness, Balance, Jiu Jitsu, and New Years Resolutions.<br><br>Available on iTunes and Stitcher.	   2h 3m  	7380	2015-12-28T22:34:18Z		en	193,014	3,391			205	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								18	jocko, willink, navy, seal, seal teams, echo, charles, echo charles, military, podcast, extreme ownership, discipline, mental toughness, jiu jitsu, bjj, mma, victory mma, martial arts	0	
<a target='_blank' href='https://youtu.be/XdntJrOJ4rs'>XdntJrOJ4rs</a>	<a target='_blank' href='https://youtu.be/XdntJrOJ4rs'>Jocko Podcast #3 - With Echo Charles | "The Last Hundred Yards" Book, Jiu Jitsu, Bosses, Failure</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss the book, "The Last Hundred Yards."  Answer internet questions and also converse about Jiu Jitsu training, managing expectations with friends and family, and dealing with bosses and failure.<br><br>0:00:00 – 1:09:19 – “The Last Hundred Yards” Book Analysis and Relevance. <br><br>1:09:19 – 1:48:24 – Internet Questions on Jiu Jitsu, Micromanagers, Inept Bosses, and Failure.<br><br>Available on iTunes and Stitcher.	   1h 48m 56s 	6536	2015-12-31T19:56:06Z		en	105,084	1,973			102	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								16	jocko, willink, echo, charles, echo charles, navy, seal, navy seal, bjj, jiu jitsu, mma, mixed martial arts, mental toughness, inspiration, motivation, discipline	0	
<a target='_blank' href='https://youtu.be/X-kXl-e1stI'>X-kXl-e1stI</a>	<a target='_blank' href='https://youtu.be/X-kXl-e1stI'>Jocko Podcast #4: RENDEZVOUS WITH DEATH, Disrespect, Workouts</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss the poem, "Rendezvous", and the book, "Battle Leadership" (Adolf Von Schell).. Answer internet questions and also converse about encountering disrespect, workouts, and leading one's self. <br><br>Available on iTunes and Stitcher.<br><br>0:00:00 – 1:07:32  -  “Rendezvous” Poem.  “Battle Leadership” (Adolf Von Schell)<br><br>1:07:32  -  Internet Questions	   1h 42m  	6120	2016-01-07T11:24:18Z		en	98,126	1,856			73	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								13	jocko, podcast, leadership, echo, echo charles, jocko willink, navy seal, military, mma, jiu jitsu, victory mma, san diego, black belt	0	
<a target='_blank' href='https://youtu.be/qZkvWATBwbs'>qZkvWATBwbs</a>	<a target='_blank' href='https://youtu.be/qZkvWATBwbs'>Jocko Podcast #5 - With Echo Charles | Corrective Measures | Workouts | Diet</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss leadership corrective measures, as well as firing.  Internet questions:  Workout, diet, Henry Rollins, Richard Marcinko.<br>@jockowillink<br>@echocharles<br><br>Available on iTunes and Stitcher.	   1h 49m 18s 	6558	2016-01-13T08:07:07Z		en	114,694	2,230			118	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								13	jocko podcast, jocko, echo, echo charles, podcast, mma, jiu jitsu, black belt, navy, seal, navy seal, discipline, mental toughness	0	
<a target='_blank' href='https://youtu.be/53AnXOAcL9Y'>53AnXOAcL9Y</a>	<a target='_blank' href='https://youtu.be/53AnXOAcL9Y'>Jocko Podcast #6 - With Echo Charles | Napoleon | Aggression | Mind Control</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Navy SEAL, Jocko Willink and Director, Echo Charles discuss winning tactics.  Internet questions:  Agression, Jiu Jitsu Academies, Character Judgement, and Mind Control.<br>@jockowillink<br>@echocharles<br><br>Available on iTunes and Stitcher.	   2h 6m 8s 	7568	2016-01-20T18:02:39Z		en	95,562	1,704			95	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								12	jocko, morejocko, podcast, navy seal, navy, seal teams, willink, echo charles, echo, jiu jitsu, bjj, mma	0	
<a target='_blank' href='https://youtu.be/S-EnTCoQPsI'>S-EnTCoQPsI</a>	<a target='_blank' href='https://youtu.be/S-EnTCoQPsI'>Jocko Podcast #7 - With Echo Charles | Where Does Discipline Come From?</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	TOPICS:  Project Jaffna (Book);  Jiu Jitsu With Inexperienced Athletic Types; Leaders With Egos; Gains While Getting Older; Source of Discipline.<br><br>@jockowillink<br>@echocharles<br><br>Available on iTunes and Stitcher.	   2h 6m 33s 	7593	2016-01-27T08:10:48Z			110,625	2,190			180	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true		2d	hd	false	rectangular	youtube	public								17	jocko, podcast, echo, echo charles, flixpoint, jocko willink, navy seal, video, bjj, jiu jitsu, mma, victory mma, san diego, discipline, freedom, mental toughness, extreme ownership	0	
<a target='_blank' href='https://youtu.be/GZrgVExV41A'>GZrgVExV41A</a>	<a target='_blank' href='https://youtu.be/GZrgVExV41A'>Jocko Podcast #8 - With Echo Charles | Jocko's Weakness</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	0:00:00 - 1:05:01 - Book Review: The USMC Manual<br><br>1:05:02 - Injury, recovery, and mentality for quicker recovery.  Finding Physical limits without recovery.<br><br>1:11:20 - What injuries has Jocko gotten?  And how did he adapt?<br><br>1:19:28 - Fear of Public Speaking and other things.<br><br>1:26:42 - When you know you're "that guy" as a leader.<br><br>1:31:41 - What is Jocko's biggest weakness?  And what is he doing to work through it? <br><br>Twitter / Instagram:  @jockowillink<br>@echocharles	   1h 35m 35s 	5735	2016-02-03T08:08:44Z			71,769	1,606			92	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								12	jocko, echo charles, podcast, navy seal, mma, bjj, jiu jitsu, flixpoint, discipline, freedom, usa, good	0	
<a target='_blank' href='https://youtu.be/B3yjSCMOMxI'>B3yjSCMOMxI</a>	<a target='_blank' href='https://youtu.be/B3yjSCMOMxI'>Jocko Podcast #9 - With Echo Charles | "The Motivation" | BJJ, Home Gyms, Hero Worship</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	0:00:00 – “War as I Knew it” – General George S. Patton <br>1:15:50 – Is Jiu Jitsu practical for street defense, knives, multiple attackers, etc?<br><br>      Extension video From Tim Ferriss interview (Facebook): <br>      https://www.facebook.com/TimFerriss/v... <br>1:28:00 – Leading UP the chain of command in an organization who’s tradition is para-military.<br>1:34:22 – Essential equipment for a home gym.<br>1:47:12 – Worrying about hero-worship.<br>2:05:49 – What motivates Jocko?	   2h 13m 46s 	8026	2016-02-11T05:21:53Z		en	88,588	1,693			123	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								12	jocko, echo charles, mma, bjj, ownership, leadership, navy seal, podcast, good, willink, jiu jitsu, mixed martial arts	0	
<a target='_blank' href='https://youtu.be/u1Jlhg-4iCI'>u1Jlhg-4iCI</a>	<a target='_blank' href='https://youtu.be/u1Jlhg-4iCI'>Jocko Podcast #10 - with Echo Charles | STRESS--DEAL WITH IT, Use it</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	0:00:00 – 1:02:18 – Book Review: “With the Old Breed,” by Eugene Sledge<br><br>1:04:20 – How do you balance Extreme Ownership with holding others accountable?<br><br>1:16:00 – What are the best ways a Police Officer can mentally condition themselves for unpredictable violence and confrontation?<br><br>1:35:06 – What martial art should I put my kids in?<br><br>1:42:45 – How to overcome friction as the new leader in a new organization.<br><br>1:51:36 – How to learn/practice detachment in real time.<br><br>2:01:00 – Cussing and Foul Language?<br><br>2:15:11 – Dealing with situational stress in life.	   2h 21m 51s 	8511	2016-02-18T00:30:06Z		en	87,763	1,762			95	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								12	jocko, echo, willink, flixpoint, navy seal, bjj, podcast, mma, jiu jitsu, leadership, ownership, mental toughness	0	
<a target='_blank' href='https://youtu.be/BCHkbr4Fr7k'>BCHkbr4Fr7k</a>	<a target='_blank' href='https://youtu.be/BCHkbr4Fr7k'>Jocko Podcast 11 with Leif Babin & Echo Charles:  Jocko's Retirement Speech</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Jocko's retirement speech, Leif Babin, Charlie Platoon, Task Unit Bruiser, stories, memories, Heroes, and lessons learned. <br><br>0:00:20 – Jocko’s Retirement Speech<br><br>0:15:31 – Intro to Leif Babin<br><br>0:19:31 – About Leif<br><br>0:29:50 – Chris Kyle and the Movie, “American Sniper”<br><br>0:51:32 – Marc Lee<br><br>1:04:44 – Ryan Job<br><br>1:30:20 – Tony Eafrati<br><br>1:53:50 – [INTERNET QUESTIONS] – Best way to become a SEAL Officer.  Enlist first?  Or straight Officer commission?<br><br>2:01:44 – “Tell us a story about BUDS.”<br><br>2:10:23 – What is Jocko & Leif’s favorite Operator specialty?<br><br>2:21:47 – How to overcome the “Hand-cuffing” boss who isn’t a good leader and doesn’t trust his employees?<br><br>2:25:41 – To obey or disobey a bad order?<br><br>2:33:53 – What to do if you WANT to take ownership, but not sure how.	   2h 39m 27s 	9567	2016-02-24T08:04:51Z		en	403,023	6,269			460	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								23	jocko, echo charles, leif babin, echelon front, leadership, ownership, navy seal, military, mma, bjj, jiu jitsu, brazilian jiu jitsu, war, iraq, ramadi, task unit bruiser, iraq war, seal teams, live to tell, leadership training, podcast, discipline, freedom	0	
<a target='_blank' href='https://youtu.be/uF03-CO0O70'>uF03-CO0O70</a>	<a target='_blank' href='https://youtu.be/uF03-CO0O70'>Jocko Podcast 12 - With Echo Charles | What Made Jocko</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation on Twitter:  @jockowillink, @echocharles<br><br>0:00:00 – 0:04:03 – What made Jocko Jocko<br><br>0:04:03 – “The Forgotten Highlander” Book review<br><br>1:04:50 – Jocko won’t complain about anything ever again.<br><br>1:12:06 – Mistakes by Leaders and re-gaining trust.<br><br>1:20:04 – Workouts for Special Forces selection.<br><br>1:26:56 – Is the Military a “Young Man’s Game”?<br><br>1:32:21 – When to cut your losses.  When to decide to cut bait.<br><br>1:43:40 – Substituting anger for aggression.<br><br>2:04:31 – Switching BEAST MODE on and off.	   2h 9m 7s 	7747	2016-03-03T02:25:31Z		en	103,239	2,046			154	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								0		0	
<a target='_blank' href='https://youtu.be/Xqy3Sh7BlaY'>Xqy3Sh7BlaY</a>	<a target='_blank' href='https://youtu.be/Xqy3Sh7BlaY'>Jocko Podcast 13 - With Echo Charles: Chechens Vs Russians | Finishing Strong</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation on Twitter:  @jockowillink , @echocharles<br><br>0:00:00 – Combined Arms Operations In Urban Terrain – Manual about Chechens vs. Russians<br><br>1:23:46 – Thoughts on UFC 196 / Holly Holm vs Meisha Tate and Connor McGreggor Vs. Nat Diaz<br><br>1:37:07 – BUDS Training stories get people FIRED UP.<br><br>1:44:18 – Is Jocko Too INTENSE?<br><br>2:02:13 – Jocko’s thoughts on MARSOC<br><br>2:06:27 – Is Shooting a martial art?<br><br>2:15:14 – What Supplements do Jocko and Echo take?<br><br>2:25:19 – Leading others to a STRONG finish.	   2h 32m 55s 	9175	2016-03-11T02:01:32Z		en	125,297	2,296			393	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								0		0	
<a target='_blank' href='https://youtu.be/lIJwG0nKL4Y'>lIJwG0nKL4Y</a>	<a target='_blank' href='https://youtu.be/lIJwG0nKL4Y'>Jocko Podcast 14:  With Echo Charles - Guilty Pleasures, Training, Discipline</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation - Twitter & Instagram:  @jockowillink @echocharles <br><br>0:00:00 - Opening<br><br>0:10:00 - Storm of Steel,  by Ernst Junger - Book Review<br><br>1:02:50 - Internet Questions<br><br>1:04:00 - Jocko and Echo's Training Schedules<br><br>1:19:37 - Difference between lazy delegation, and decentralization.<br><br>1:28:07 - Jocko's Writing Process.<br><br>1:32:17 - Is Detachment to be done in real time?<br><br>1:38:39 - Dealing with being evaluated by people w/ different opinions.<br><br>1:44:18 - Jocko and Echo's (food) guilty pleasures.<br><br>1:55:34 - Is BUDS the right filter for the SEAL teams?<br><br>2:04:18 - What does "discipline" really mean, besides waking up early?	   2h 11m 49s 	7909	2016-03-16T06:34:10Z		en	77,434	1,559			87	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								0		0	
<a target='_blank' href='https://youtu.be/f_4Vyv5h3yE'>f_4Vyv5h3yE</a>	<a target='_blank' href='https://youtu.be/f_4Vyv5h3yE'>Jocko Podcast 15 - with Echo Charles | Band of Brothers | Henry V</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation on twitter @jockowillink @echocharles<br><br>0:00:00 - Opening<br><br>0:04:40 - Henry the 5th<br><br>0:51:29 - Internet Questions / Onnit (www.onnit.com/jocko)<br><br>0:56:30 - Opinions on "regular" Army Infantry<br><br>1:02:06 - Jocko's lessons and breaking his own rules in Jiu Jitsu<br><br>1:09:29 -  Consoling team members who failed task.<br><br>1:15:09 - Advice for entering the Military straight out of highschool.<br><br>1:20:50 - Can you teach aggression / Alpha-behavior?<br><br>1:31:16 - What Jiu Jitsu style does Jocko have?<br><br>1:40:55 - Is Jocko's advice only for driven individuals?<br><br>1:54:24 - Advice for breaking lazy habits and procrastination.	   1h 59m 6s 	7146	2016-03-23T07:06:40Z		en	67,793	1,524			121	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								17	jocko, podcast, echo, jocko willink, shakespeare, henry the 5th, military, navy seals, navy seal, bjj, jiu jitsu, brazilian jiu jitsu, mma, motivation, leadership, procrastination, advice	0	
<a target='_blank' href='https://youtu.be/QorFNL9CRrU'>QorFNL9CRrU</a>	<a target='_blank' href='https://youtu.be/QorFNL9CRrU'>Jocko Podcast 16 - With Echo Charles | Machete Season</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation:  @jockowillink , @echocharles , www.facebook.com/JockoPodcast<br><br>0:00:00 – Opening<br><br>0:07:55 – Book review, “Machete Season:  The Killers in Rawanda Speak”<br><br>1:17:50 – Onnit / Jocko Podcast Info and Support<br><br>1:21:17 – BJJ Competition mindset and training for Competition.<br><br>1:26:08 – Taking advantage of time off training.<br><br>1:34:56 – Dealing with orders you don’t agree with.<br><br>1:46:05 – What Supplements do Jocko and Echo take?<br><br>1:50:05 – Dealing with training troops in hard and tragic situations.<br><br>1:57:27 – Advice on workout schedule with newborn kids.<br><br>2:16:12 – What are the right questions to ask?	   2h 24m 11s 	8651	2016-04-01T05:41:03Z		en	91,229	1,866			189	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								0		0	
<a target='_blank' href='https://youtu.be/f-6ISTjlNQs'>f-6ISTjlNQs</a>	<a target='_blank' href='https://youtu.be/f-6ISTjlNQs'>Jocko Podcast 17 - With Echo Charles | Band of Brothers | Losing the Fight</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join in on Twitter/Instagram:   @jockowillink, @echocharles <br><br>0:00:00 - Opening<br><br>0:08:33 - Book Review, "Beyond Band of Brothers", by Dick Winters<br><br>1:17:39 - Rough Transitions<br><br>1:25:54 - Jocko Podcast and Onnit Stuff<br><br>1:28:51 - Is Extreme Ownership the same as Apologizing?<br><br>1:33:30 - Can you be a "straight shooter" and not be a Jerk?<br><br>1:42:50 - Jocko's #1 Philosophical lesson from Jiu Jitsu.<br><br>1:55:20 - Overcommitment to a wrong opinion.<br><br>1:59:25 - What brought Jocko and Echo together.  Echo's back story.<br><br>2:23:21 - Losing a fight, but going down swinging.	   2h 30m 13s 	9013	2016-04-06T06:54:19Z		en	82,750	1,605			83	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								14	jocko, podcast, echo, echo charles, jocko willink, military, navy seal, bjj, jiu jitsu, san diego, leadership, extreme ownership, mental toughness, mma	0	
<a target='_blank' href='https://youtu.be/z5jLHpBcumg'>z5jLHpBcumg</a>	<a target='_blank' href='https://youtu.be/z5jLHpBcumg'>Jocko Podcast 18 - with Echo Charles</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation on Twitter:  @jockowillink, @echocharles<br><br>0:00:00 - Opening<br>0:03:16 - Book Review.  "One Soldier's War", by Arkady Babchenko<br>1:07:21 - Internet stuff/Onnit<br>1:11:55 - Mobility workouts / Mobility WOD<br>1:20:10 - Dealing with the fatigue of BUDS<br>1:28:17 - Has Jocko ever used Jiu Jitsu in combat?<br>1:39:54 - How did Jocko prepare for BUDS, and how did he measure up physically?<br>1:46:34 - The value of rehearsals<br>1:58:45 - What's Jocko's opinions on calisthenics vs weights<br>2:07:50 - Compromise?	   2h 14m 26s 	8066	2016-04-15T05:59:43Z		en	52,766	1,193			71	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	hd	false	rectangular	youtube	public								0		0	
<a target='_blank' href='https://youtu.be/jcZk4zuIGF0'>jcZk4zuIGF0</a>	<a target='_blank' href='https://youtu.be/jcZk4zuIGF0'>Jocko Podcast 19 - with Echo Charles | Bullying | Enabling | Over-Detachment</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>UCkqcY4CAuBFNFho6JgygCnA</a>	<a target='_blank' href='https://www.youtube.com/channel/UCkqcY4CAuBFNFho6JgygCnA'>Jocko Podcast</a>	Join the conversation on Twitter: @jockowillink @echocharles <br><br>0:00:00 – Opening<br><br>0:03:06 – Book Review. “Red Blood, Black Sand,” by Chuck Tatum<br><br>1:12:25 – Internet stuff / Onnit<br><br>1:15:05 – Thoughts on OVER-detachment<br><br>1:24:00 – Bullying. What if your child is being bullied?<br><br>1:29:07 – How to deal with a forced environment.  School, etc.<br><br>1:39:15 –  Does leadership require theatrics/acting?<br><br>1:44:05 – Helping VS Enabling.  When to cut ties.<br><br>1:52:03 – As a new leader, dealing with not knowing everything.<br><br>1:57:45 – Use of force.  Police, security, etc.<br><br>2:15:56 – Aggressive VS proactive.	   2h 25m 38s 	8738	2016-04-21T00:42:56Z		en	54,143	1,105			49	Playlist: <a target='_blank' href='https://www.youtube.com/playlist?list=PLIEQamvEuqUf8gQpt7TvK43Agb_y2iWwO'>Jocko Podcast Episodes</a> (added 2022-06-22)		true	true	2d	sd	false	rectangular	youtube	public								17	jocko, podcast, echo, echo charles, willink, navy seal, extreme ownership, discipline, motivation, military, mma, jiu jitsu, victory mma, win, leadership, business, war	0	
